#Parameters = {H=1.6; IL=10.7; IW=0.2; L=37.93; LS=75.85; ML=14.31; MT=0.035; MW=2.5; W=28.61; WS=57.23; k=6.26}
#"Frequency / GHz"	"S1,1 [Magnitude / dB]"
#-----------------------------------------
3.7639999389648	-12.859742317626
3.7679998874664	-12.244835052205
3.7720000743866	-11.636420644280
3.7760000228882	-11.045810983788
3.7799999713898	-10.479684078352
3.7839999198914	-9.9415860700561
3.7880001068115	-9.4330261119455
3.7920000553131	-8.9542407233835
3.7960000038147	-8.5046816461035
3.7999999523163	-8.0833490732159
3.8039999008179	-7.6890022145314
3.8080000877380	-7.3202749606912
3.8120000362396	-6.9757719721546
3.8159999847412	-6.6541010634531
3.8199999332428	-6.3539095048550
3.8239998817444	-6.0738922520282
3.8280000686646	-5.8128052014102
3.8320000171661	-5.5694623715205
3.8359999656677	-5.3427318289035
3.8399999141693	-5.1315394006934
3.8440001010895	-4.9348647607132
3.8480000495911	-4.7517293479440
3.8519999980927	-4.5812079033618
3.8559999465942	-4.4224100745096
3.8599998950958	-4.2744908249293
3.8640000820160	-4.1366403842417
3.8680000305176	-4.0080899059603
3.8719999790192	-3.8880994890287
3.8759999275208	-3.7759710709366
3.8800001144409	-3.6710436792312
3.8840000629425	-3.5726829523947
3.8880000114441	-3.4802990063776
3.8919999599457	-3.3933387306053
3.8959999084473	-3.3112832736432
3.9000000953674	-3.2336523301640
3.9040000438690	-3.1600093153199
3.9079999923706	-3.0899496491952
3.9119999408722	-3.0231141296308
3.9159998893738	-2.9591815281261
3.9200000762939	-2.8978667485703
3.9240000247955	-2.8389246231468
3.9279999732971	-2.7821466648172
3.9319999217987	-2.7273611865340
3.9360001087189	-2.6744233335440
3.9400000572205	-2.6232256110278
3.9440000057220	-2.5736835328324
3.9479999542236	-2.5257399264150
3.9519999027252	-2.4793562040791
3.9560000896454	-2.4345146318746
3.9600000381470	-2.3912105143489
3.9639999866486	-2.3494496107535
3.9679999351501	-2.3092473896169
3.9719998836517	-2.2706240119469
3.9760000705719	-2.2336024527881
3.9800000190735	-2.1982010994924
3.9839999675751	-2.1644364244188
3.9879999160767	-2.1323262542282
3.9920001029968	-2.1018686054006
3.9960000514984	-2.0730631600006
4.0000000000000	-2.0458952302276
4.0040001869202	-2.0203406246494
4.0079998970032	-1.9963642540073
4.0120000839233	-1.9739192829323
4.0159997940063	-1.9529490776750
4.0199999809265	-1.9333864059688
4.0240001678467	-1.9151559314608
4.0279998779297	-1.8981718896539
4.0320000648499	-1.8823441186074
4.0359997749329	-1.8675754426236
4.0399999618530	-1.8537644817227
4.0440001487732	-1.8408086949323
4.0479998588562	-1.8286059596022
4.0520000457764	-1.8170543881915
4.0560002326965	-1.8060552875309
4.0599999427795	-1.7955167473534
4.0640001296997	-1.7853507957628
4.0679998397827	-1.7754794263072
4.0720000267029	-1.7658328144400
4.0760002136230	-1.7563534284982
4.0799999237061	-1.7469915277535
4.0840001106262	-1.7377115309440
4.0879998207092	-1.7284892418663
4.0920000076294	-1.7193107520698
4.0960001945496	-1.7101768228202
4.0999999046326	-1.7010943014581
4.1040000915527	-1.6920847682584
4.1079998016357	-1.6831769751524
4.1119999885559	-1.6744066823101
4.1160001754761	-1.6658180123938
4.1199998855591	-1.6574596143169
4.1240000724792	-1.6493813146990
4.1279997825623	-1.6416366497743
4.1319999694824	-1.6342804887456
4.1360001564026	-1.6273629664635
4.1399998664856	-1.6209360814457
4.1440000534058	-1.6150440127294
4.1479997634888	-1.6097258701582
4.1519999504089	-1.6050182490647
4.1560001373291	-1.6009452031951
4.1599998474121	-1.5975260707632
4.1640000343323	-1.5947728028708
4.1680002212524	-1.5926865942996
4.1719999313354	-1.5912624376003
4.1760001182556	-1.5904855113550
4.1799998283386	-1.5903329547766
4.1840000152588	-1.5907771891385
4.1880002021790	-1.5917826181961
4.1919999122620	-1.5933079111972
4.1960000991821	-1.5953064836549
4.1999998092651	-1.5977328595677
4.2039999961853	-1.6005332008853
4.2080001831055	-1.6036605619330
4.2119998931885	-1.6070633869058
4.2160000801086	-1.6106929121879
4.2199997901917	-1.6145060417602
4.2239999771118	-1.6184613213253
4.2280001640320	-1.6225262041818
4.2319998741150	-1.6266718148492
4.2360000610352	-1.6308775751442
4.2399997711182	-1.6351325962593
4.2439999580383	-1.6394320736642
4.2480001449585	-1.6437803448537
4.2519998550415	-1.6481910468448
4.2560000419617	-1.6526864809053
4.2600002288818	-1.6572932323420
4.2639999389648	-1.6620522070212
4.2680001258850	-1.6670059689161
4.2719998359680	-1.6722014213552
4.2760000228882	-1.6776929645610
4.2800002098083	-1.6835381382747
4.2839999198914	-1.6897952425695
4.2880001068115	-1.6965257462511
4.2919998168945	-1.7037871387108
4.2960000038147	-1.7116394226579
4.3000001907349	-1.7201361376367
4.3039999008179	-1.7293313162452
4.3080000877380	-1.7392717672541
4.3119997978210	-1.7499968371414
4.3159999847412	-1.7615419117337
4.3200001716614	-1.7739391859508
4.3239998817444	-1.7872080806830
4.3280000686646	-1.8013633097713
4.3319997787476	-1.8164124228165
4.3359999656677	-1.8323601720281
4.3400001525879	-1.8491991323647
4.3439998626709	-1.8669199887858
4.3480000495911	-1.8855096506328
4.3520002365112	-1.9049481139992
4.3559999465942	-1.9252174301466
4.3600001335144	-1.9462950959690
4.3639998435974	-1.9681611914206
4.3680000305176	-1.9907969990213
4.3720002174377	-2.0141867452666
4.3759999275208	-2.0383204223241
4.3800001144409	-2.0631943082353
4.3839998245239	-2.0888124855022
4.3880000114441	-2.1151871681546
4.3920001983643	-2.1423425682867
4.3959999084473	-2.1703142592700
4.4000000953674	-2.1991483706950
4.4039998054504	-2.2289067274058
4.4079999923706	-2.2596630743488
4.4120001792908	-2.2915030087112
4.4159998893738	-2.3245311598025
4.4200000762939	-2.3588594709628
4.4239997863770	-2.3946170974668
4.4279999732971	-2.4319420752030
4.4320001602173	-2.4709884863068
4.4359998703003	-2.5119153991174
4.4400000572205	-2.5548939560272
4.4439997673035	-2.6001001859868
4.4479999542236	-2.6477220738461
4.4520001411438	-2.6979451682087
4.4559998512268	-2.7509609266438
4.4600000381470	-2.8069634703231
4.4640002250671	-2.8661453398454
4.4679999351501	-2.9286949412704
4.4720001220703	-2.9948002154867
4.4759998321533	-3.0646402199879
4.4800000190735	-3.1383898880917
4.4840002059937	-3.2162136987813
4.4879999160767	-3.2982657362308
4.4920001029968	-3.3846900414735
4.4959998130798	-3.4756132634406
4.5000000000000	-3.5711484316467
4.5040001869202	-3.6713933079532
4.5079998970032	-3.7764245492654
4.5120000839233	-3.8863014651645
4.5159997940063	-4.0010563049753
4.5199999809265	-4.1207004638576
4.5240001678467	-4.2452172875094
4.5279998779297	-4.3745636606587
4.5320000648499	-4.5086626794537
4.5359997749329	-4.6474065149157
4.5399999618530	-4.7906474534343
4.5440001487732	-4.9382060244159
4.5479998588562	-5.0898509212365
4.5520000457764	-5.2453126992898
4.5560002326965	-5.4042740010286
4.5599999427795	-5.5663619991218
4.5640001296997	-5.7311509418494
4.5679998397827	-5.8981557749955
4.5720000267029	-6.0668319357599
4.5760002136230	-6.2365723466438
4.5799999237061	-6.4067000063610
4.5840001106262	-6.5764752248775
4.5879998207092	-6.7450870934170
4.5920000076294	-6.9116626650990
4.5960001945496	-7.0752620442235
4.5999999046326	-7.2348861448644
4.6040000915527	-7.3894867575008
4.6079998016357	-7.5379699094466
4.6119999885559	-7.6792134753387
4.6160001754761	-7.8120800797899
4.6199998855591	-7.9354371653963
4.6240000724792	-8.0481745025836
4.6279997825623	-8.1492332618188
4.6319999694824	-8.2376244737274
4.6360001564026	-8.3124598024445
4.6399998664856	-8.3729709356353
4.6440000534058	-8.4185361420764
4.6479997634888	-8.4486956883393
4.6519999504089	-8.4631710689509
4.6560001373291	-8.4618652667479
4.6599998474121	-8.4448768253592
4.6640000343323	-8.4124861411290
4.6680002212524	-8.3651495401442
4.6719999313354	-8.3034849568679
4.6760001182556	-8.2282535563444
4.6799998283386	-8.1403319588762
4.6840000152588	-8.0406926190734
4.6880002021790	-7.9303764848964
4.6919999122620	-7.8104715199937
4.6960000991821	-7.6820895291281
4.6999998092651	-7.5463419498858
4.7039999961853	-7.4043290326003
4.7080001831055	-7.2571197575962
4.7119998931885	-7.1057406104660
4.7160000801086	-6.9511718092507
4.7199997901917	-6.7943324229855
4.7239999771118	-6.6360837941420
4.7280001640320	-6.4772228588809
4.7319998741150	-6.3184799789906
4.7360000610352	-6.1605210626903
4.7399997711182	-6.0039528589844
4.7439999580383	-5.8493143695932
4.7480001449585	-5.6970890796113
4.7519998550415	-5.5477032739923
4.7560000419617	-5.4015287900829
4.7600002288818	-5.2588877687641
4.7639999389648	-5.1200515137457
4.7680001258850	-4.9852501523431
4.7719998359680	-4.8546683441783
4.7760000228882	-4.7284564950704
4.7800002098083	-4.6067209875091
4.7839999198914	-4.4895393538143
4.7880001068115	-4.3769558744917
4.7919998168945	-4.2689854406121
4.7960000038147	-4.1656165005090
4.8000001907349	-4.0668093348130
4.8039999008179	-3.9725025432862
4.8080000877380	-3.8826137419680
4.8119997978210	-3.7970422769271
4.8159999847412	-3.7156675513866
4.8200001716614	-3.6383546337794
4.8239998817444	-3.5649519964101
4.8280000686646	-3.4953005009379
4.8319997787476	-3.4292260016764
4.8359999656677	-3.3665500460241
4.8400001525879	-3.3070853754392
4.8439998626709	-3.2506405903855
4.8480000495911	-3.1970231742663
4.8520002365112	-3.1460339493536
4.8559999465942	-3.0974830236423
4.8600001335144	-3.0511802236999
4.8639998435974	-3.0069374716414
4.8680000305176	-2.9645770162522
4.8720002174377	-2.9239300685014
4.8759999275208	-2.8848349033493
4.8800001144409	-2.8471409270379
4.8839998245239	-2.8107149764671
4.8880000114441	-2.7754320023494
4.8920001983643	-2.7411818026588
4.8959999084473	-2.7078744255397
4.9000000953674	-2.6754280796899
4.9039998054504	-2.6437792159877
4.9079999923706	-2.6128794553581
4.9120001792908	-2.5826932803042
4.9159998893738	-2.5531996103383
4.9200000762939	-2.5243885451932
4.9239997863770	-2.4962602921820
4.9279999732971	-2.4688265467420
4.9320001602173	-2.4421075015156
4.9359998703003	-2.4161263351298
4.9400000572205	-2.3909162239606
4.9439997673035	-2.3665078774984
4.9479999542236	-2.3429345147716
4.9520001411438	-2.3202329939279
4.9559998512268	-2.2984335692023
4.9600000381470	-2.2775652313576
4.9640002250671	-2.2576509640721
4.9679999351501	-2.2387087581193
4.9720001220703	-2.2207501604726
4.9759998321533	-2.2037775559042
4.9800000190735	-2.1877868341728
4.9840002059937	-2.1727642259295
4.9879999160767	-2.1586870284678
4.9920001029968	-2.1455250569010
4.9959998130798	-2.1332394700323
5.0000000000000	-2.1217828815456
5.0040001869202	-2.1111025169355
5.0079998970032	-2.1011366179810
5.0120000839233	-2.0918198607746
5.0159997940063	-2.0830824564281
5.0199999809265	-2.0748531436254
5.0240001678467	-2.0670566994142
5.0279998779297	-2.0596214744901
5.0320000648499	-2.0524727916157
5.0359997749329	-2.0455400299539
5.0399999618530	-2.0387590379298
5.0440001487732	-2.0320692022724
5.0479998588562	-2.0254168199598
5.0520000457764	-2.0187539529611
5.0560002326965	-2.0120443506662
5.0599999427795	-2.0052601672446
5.0640001296997	-1.9983762055020
5.0679998397827	-1.9913879025964
5.0720000267029	-1.9842939471479
5.0760002136230	-1.9771010411707
5.0799999237061	-1.9698287543686
5.0840001106262	-1.9625037120392
5.0879998207092	-1.9551577236281
5.0920000076294	-1.9478318796786
5.0960001945496	-1.9405687027889
5.0999999046326	-1.9334195089668
5.1040000915527	-1.9264316123754
5.1079998016357	-1.9196607064530
5.1119999885559	-1.9131567154773
5.1160001754761	-1.9069685089571
5.1199998855591	-1.9011454323734
5.1240000724792	-1.8957269986704
5.1279997825623	-1.8907524777201
5.1319999694824	-1.8862521802951
5.1360001564026	-1.8822496982481
5.1399998664856	-1.8787586604626
5.1440000534058	-1.8757897580564
5.1479997634888	-1.8733381580609
5.1519999504089	-1.8713965633415
5.1560001373291	-1.8699446823254
5.1599998474121	-1.8689555743321
5.1640000343323	-1.8683949002086
5.1680002212524	-1.8682227472969
5.1719999313354	-1.8683910746380
5.1760001182556	-1.8688449722547
5.1799998283386	-1.8695326998585
5.1840000152588	-1.8703907160978
